timestamp_ms,tilt_setting_deg,lux,temp_c,voltage_v,current_ma,power_w,power_corrected_w,temp_correction_pct,tilt_measured_deg,cumulative_wh,system_time
0,36,31107.5,28.75,0.45,29.3,0.014,0.0138,-0.015,11.0,0.000117,2026-06-23 16:26:25
30000,36,31135.0,28.87,0.45,29.5,0.014,0.0138,-0.0155,11.28,0.000233,2026-06-23 16:26:27
60000,36,31141.67,28.87,0.45,29.7,0.014,0.0138,-0.0155,11.38,0.00035,2026-06-23 16:26:28
90000,36,31171.67,28.87,0.45,29.7,0.014,0.0138,-0.0155,11.94,0.000467,2026-06-23 16:26:30
120000,36,31200.0,28.87,0.45,29.6,0.014,0.0138,-0.0155,12.37,0.000583,2026-06-23 16:26:31
150000,36,31193.33,28.94,0.45,29.8,0.014,0.0138,-0.0158,11.9,0.0007,2026-06-23 16:26:33
180000,36,31208.33,28.94,0.45,29.6,0.014,0.0138,-0.0158,12.01,0.000817,2026-06-23 16:26:34
210000,36,31205.83,29.0,0.45,29.6,0.014,0.0138,-0.016,11.66,0.000933,2026-06-23 16:26:36
240000,36,31199.17,29.06,0.45,29.6,0.014,0.0138,-0.0162,12.35,0.00105,2026-06-23 16:26:37
270000,36,31509.17,29.12,0.45,29.8,0.014,0.0138,-0.0165,11.97,0.001167,2026-06-23 16:26:39
300000,36,31515.0,29.12,0.45,29.4,0.014,0.0138,-0.0165,10.45,0.001283,2026-06-23 16:26:40
330000,36,31508.33,29.12,0.45,29.5,0.014,0.0138,-0.0165,11.69,0.0014,2026-06-23 16:26:42
360000,36,31520.83,29.19,0.45,29.7,0.014,0.0138,-0.0168,11.35,0.001517,2026-06-23 16:26:43
390000,36,31510.0,29.25,0.44,29.5,0.014,0.0138,-0.017,11.49,0.001633,2026-06-23 16:26:45
420000,36,31494.17,29.25,0.44,29.5,0.014,0.0138,-0.017,11.23,0.00175,2026-06-23 16:26:46
450000,36,31466.67,29.31,0.44,29.5,0.014,0.0138,-0.0172,11.54,0.001867,2026-06-23 16:26:48
480000,36,31372.5,29.31,0.44,29.3,0.014,0.0138,-0.0172,11.37,0.001983,2026-06-23 16:26:49
510000,36,31214.17,29.37,0.44,29.3,0.014,0.0138,-0.0175,11.95,0.0021,2026-06-23 16:26:51
540000,36,31407.5,29.44,0.44,29.3,0.014,0.0138,-0.0178,11.59,0.002217,2026-06-23 16:26:52
570000,36,31409.17,29.44,0.44,29.0,0.014,0.0138,-0.0178,11.21,0.002333,2026-06-23 16:26:54
600000,36,31382.5,29.5,0.44,29.2,0.014,0.0137,-0.018,10.86,0.00245,2026-06-23 16:26:55
