timestamp_ms,tilt_setting_deg,lux,temp_c,voltage_v,current_ma,power_w,power_corrected_w,temp_correction_pct,tilt_measured_deg,cumulative_wh,system_time
0,36,58.33,26.75,0.0,-0.2,0.0,0.0,-0.007,10.44,0.0,2026-06-22 09:04:37
30000,36,58.33,26.75,0.0,0.1,0.0,0.0,-0.007,10.61,0.0,2026-06-22 09:04:39
60000,36,58.33,26.69,0.0,-0.1,0.0,0.0,-0.0068,10.71,0.0,2026-06-22 09:04:40
90000,36,58.33,26.69,0.0,-0.2,0.0,0.0,-0.0068,10.72,0.0,2026-06-22 09:04:42
120000,36,58.33,26.69,0.0,-0.1,0.0,0.0,-0.0068,10.29,0.0,2026-06-22 09:04:43
150000,36,58.33,26.75,0.0,-0.1,0.0,0.0,-0.007,10.71,0.0,2026-06-22 09:04:45
180000,36,58.33,26.69,0.0,0.0,0.0,0.0,-0.0068,10.69,0.0,2026-06-22 09:04:46
210000,36,60.0,26.69,0.0,-0.1,0.0,0.0,-0.0068,10.08,0.0,2026-06-22 09:04:48
240000,36,59.17,26.75,0.0,-0.2,0.0,0.0,-0.007,10.84,0.0,2026-06-22 09:04:49
270000,36,60.0,26.69,0.0,-0.1,0.0,0.0,-0.0068,10.45,0.0,2026-06-22 09:04:51
300000,36,60.0,26.75,0.0,-0.1,0.0,0.0,-0.007,10.92,0.0,2026-06-22 09:04:52
330000,36,60.83,26.75,0.0,-0.1,0.0,0.0,-0.007,10.67,0.0,2026-06-22 09:04:54
360000,36,60.83,26.69,0.0,-0.1,0.0,0.0,-0.0068,10.77,0.0,2026-06-22 09:04:55
390000,36,60.83,26.75,0.0,0.0,0.0,0.0,-0.007,10.42,0.0,2026-06-22 09:04:57
420000,36,60.83,26.75,0.0,0.2,0.0,0.0,-0.007,10.75,0.0,2026-06-22 09:04:58
450000,36,60.83,26.81,0.0,-0.2,0.0,0.0,-0.0072,10.52,0.0,2026-06-22 09:05:00
480000,36,60.0,26.75,0.0,0.2,0.0,0.0,-0.007,10.35,0.0,2026-06-22 09:05:01
510000,36,60.0,26.75,0.0,-0.2,0.0,0.0,-0.007,10.59,0.0,2026-06-22 09:05:03
540000,36,55.0,26.75,0.0,-0.2,0.0,0.0,-0.007,10.67,0.0,2026-06-22 09:05:04
570000,36,57.5,26.75,0.0,-0.2,0.0,0.0,-0.007,11.0,0.0,2026-06-22 09:05:06
600000,36,58.33,26.75,0.0,-0.2,0.0,0.0,-0.007,10.59,0.0,2026-06-22 09:05:07
630000,36,56.67,26.75,0.0,-0.1,0.0,0.0,-0.007,10.6,0.0,2026-06-22 09:05:09
660000,36,50.83,26.75,0.0,-0.2,0.0,0.0,-0.007,10.56,0.0,2026-06-22 09:05:10
690000,36,54.17,26.81,0.0,0.2,0.0,0.0,-0.0072,10.53,0.0,2026-06-22 09:05:12
720000,36,56.67,26.75,0.0,0.0,0.0,0.0,-0.007,10.92,0.0,2026-06-22 09:05:13
750000,36,55.83,26.75,0.0,-0.3,0.0,0.0,-0.007,10.74,0.0,2026-06-22 09:05:15
780000,36,55.83,26.81,0.0,0.2,0.0,0.0,-0.0072,11.03,0.0,2026-06-22 09:05:16
810000,36,54.17,26.75,0.0,-0.1,0.0,0.0,-0.007,10.43,0.0,2026-06-22 09:05:18
840000,36,55.83,26.75,0.0,-0.1,0.0,0.0,-0.007,10.3,0.0,2026-06-22 09:05:19
870000,36,55.83,26.75,0.0,0.2,0.0,0.0,-0.007,10.65,0.0,2026-06-22 09:05:21
900000,36,57.5,26.75,0.0,0.1,0.0,0.0,-0.007,10.79,0.0,2026-06-22 09:05:22
930000,36,57.5,26.75,0.0,0.1,0.0,0.0,-0.007,10.96,0.0,2026-06-22 09:05:24
960000,36,56.67,26.75,0.0,-0.2,0.0,0.0,-0.007,10.64,0.0,2026-06-22 09:05:25
