timestamp_ms,tilt_setting_deg,lux,temp_c,voltage_v,current_ma,power_w,power_corrected_w,temp_correction_pct,tilt_measured_deg,cumulative_wh,system_time
0,13,2682.5,31.19,0.05,4.8,0.0,0.0,-0.0248,2.46,0.0,2026-06-22 15:26:22
30000,13,2566.67,31.25,0.05,4.6,0.0,0.0,-0.025,2.95,0.0,2026-06-22 15:26:24
60000,13,2468.33,31.25,0.05,4.6,0.0,0.0,-0.025,3.07,0.0,2026-06-22 15:26:25
90000,13,2365.0,31.31,0.04,4.4,0.0,0.0,-0.0252,3.22,0.0,2026-06-22 15:26:27
120000,13,2306.67,31.37,0.04,4.2,0.0,0.0,-0.0255,2.47,0.0,2026-06-22 15:26:28
150000,13,2267.5,31.44,0.04,4.3,0.0,0.0,-0.0258,2.65,0.0,2026-06-22 15:26:30
180000,13,2250.83,31.44,0.04,4.1,0.0,0.0,-0.0258,3.44,0.0,2026-06-22 15:26:31
210000,13,2240.83,31.5,0.04,4.0,0.0,0.0,-0.026,2.6,0.0,2026-06-22 15:26:33
240000,13,2231.67,31.44,0.04,3.9,0.0,0.0,-0.0258,3.14,0.0,2026-06-22 15:26:35
270000,13,2228.33,31.5,0.04,4.0,0.0,0.0,-0.026,2.53,0.0,2026-06-22 15:26:36
300000,13,2260.0,31.56,0.04,3.9,0.0,0.0,-0.0262,3.01,0.0,2026-06-22 15:26:38
330000,13,1918.33,31.56,0.02,2.9,0.0,0.0,-0.0262,2.35,0.0,2026-06-22 15:26:39
360000,13,2034.17,31.62,0.04,3.4,0.0,0.0,-0.0265,22.61,0.0,2026-06-22 15:26:41
390000,13,2171.67,31.69,0.03,3.7,0.0,0.0,-0.0268,6.28,0.0,2026-06-22 15:26:42
420000,13,2216.67,31.69,0.04,4.1,0.0,0.0,-0.0268,5.67,0.0,2026-06-22 15:26:44
450000,13,2602.5,31.69,0.04,3.8,0.0,0.0,-0.0268,6.14,0.0,2026-06-22 15:26:45
480000,13,2638.33,31.75,0.04,4.3,0.0,0.0,-0.027,5.08,0.0,2026-06-22 15:26:47
510000,13,2698.33,31.69,0.04,4.4,0.0,0.0,-0.0268,5.38,0.0,2026-06-22 15:26:48
540000,13,2754.17,31.75,0.04,4.3,0.0,0.0,-0.027,5.8,0.0,2026-06-22 15:26:50
570000,13,2825.0,31.75,0.05,4.6,0.0,0.0,-0.027,5.78,0.0,2026-06-22 15:26:51
600000,13,2894.17,31.81,0.05,4.5,0.0,0.0,-0.0272,5.56,0.0,2026-06-22 15:26:53
630000,13,2956.67,31.87,0.05,4.7,0.0,0.0,-0.0275,5.41,0.0,2026-06-22 15:26:54
660000,13,3020.0,31.87,0.05,5.1,0.0,0.0,-0.0275,5.52,0.0,2026-06-22 15:26:56
690000,13,3095.83,31.87,0.06,5.1,0.0,0.0,-0.0275,5.59,0.0,2026-06-22 15:26:57
720000,13,3178.33,31.94,0.06,5.0,0.0,0.0,-0.0278,5.64,0.0,2026-06-22 15:26:59
750000,13,3250.83,31.94,0.06,5.3,0.0,0.0,-0.0278,5.17,0.0,2026-06-22 15:27:00
780000,13,3327.5,32.0,0.06,5.7,0.0,0.0,-0.028,4.85,0.0,2026-06-22 15:27:02
810000,13,3430.0,32.0,0.06,5.7,0.0,0.0,-0.028,5.49,0.0,2026-06-22 15:27:03
840000,13,3570.83,32.06,0.07,6.2,0.0,0.0,-0.0282,4.47,0.0,2026-06-22 15:27:05
870000,13,3780.0,32.06,0.08,6.4,0.0,0.0,-0.0282,5.46,0.0,2026-06-22 15:27:06
