timestamp_ms,tilt_setting_deg,lux,temp_c,voltage_v,current_ma,power_w,power_corrected_w,temp_correction_pct,tilt_measured_deg,cumulative_wh,system_time
630000,13,3025.0,32.56,0.08,7.0,0.0,0.0,-0.0302,7.78,0.0005,2026-06-22 11:47:12
660000,13,3914.17,32.56,0.12,9.5,0.0,0.0,-0.0302,7.86,0.0005,2026-06-22 11:47:14
690000,13,4105.0,32.56,0.12,9.3,0.0,0.0,-0.0302,7.98,0.0005,2026-06-22 11:47:16
720000,13,4200.0,32.63,0.11,9.2,0.0,0.0,-0.0305,8.04,0.0005,2026-06-22 11:47:17
750000,13,4203.33,32.56,0.11,8.8,0.0,0.0,-0.0302,8.4,0.0005,2026-06-22 11:47:19
780000,13,4225.83,32.63,0.11,8.5,0.0,0.0,-0.0305,8.8,0.0005,2026-06-22 11:47:20
810000,13,4227.5,32.63,0.11,8.9,0.0,0.0,-0.0305,8.34,0.0005,2026-06-22 11:47:22
840000,13,4230.83,32.63,0.1,8.8,0.0,0.0,-0.0305,7.97,0.0005,2026-06-22 11:47:23
870000,13,4235.0,32.69,0.11,8.5,0.0,0.0,-0.0308,7.92,0.0005,2026-06-22 11:47:25
900000,13,4241.67,32.69,0.11,8.7,0.0,0.0,-0.0308,8.15,0.0005,2026-06-22 11:47:26
930000,13,4255.0,32.69,0.11,9.0,0.0,0.0,-0.0308,8.35,0.0005,2026-06-22 11:47:28
960000,13,4287.5,32.69,0.12,9.3,0.0,0.0,-0.0308,7.05,0.0005,2026-06-22 11:47:29
990000,13,2639.17,32.75,0.11,8.7,0.0,0.0,-0.031,0.99,0.0005,2026-06-22 11:47:31
1020000,13,2332.5,32.75,0.11,9.0,0.0,0.0,-0.031,9.29,0.0005,2026-06-22 11:47:32
1050000,13,2283.33,32.75,0.11,8.9,0.0,0.0,-0.031,16.24,0.0005,2026-06-22 11:47:34
1080000,13,2335.0,32.75,0.1,8.5,0.0,0.0,-0.031,15.05,0.0005,2026-06-22 11:47:35
1110000,13,2437.5,32.81,0.1,8.4,0.0,0.0,-0.0312,9.95,0.0005,2026-06-22 11:47:37
1140000,13,2341.67,32.81,0.1,8.3,0.0,0.0,-0.0312,9.14,0.0005,2026-06-22 11:47:38
1170000,13,2395.83,32.81,0.1,8.2,0.0,0.0,-0.0312,10.51,0.0005,2026-06-22 11:47:40
1200000,13,2600.83,32.88,0.04,4.0,0.0,0.0,-0.0315,7.04,0.0005,2026-06-22 11:47:41
1230000,13,3379.17,32.88,0.04,3.7,0.0,0.0,-0.0315,11.84,0.0005,2026-06-22 11:47:43
1260000,13,2239.17,32.88,0.04,3.8,0.0,0.0,-0.0315,5.38,0.0005,2026-06-22 11:47:44
1290000,13,2396.67,32.88,0.04,3.8,0.0,0.0,-0.0315,4.76,0.0005,2026-06-22 11:47:46
1320000,13,2330.0,32.88,0.04,3.8,0.0,0.0,-0.0315,5.68,0.0005,2026-06-22 11:47:47
1350000,13,2273.33,32.94,0.04,4.2,0.0,0.0,-0.0318,6.63,0.0005,2026-06-22 11:47:49
1380000,13,2243.33,32.94,0.04,4.5,0.0,0.0,-0.0318,9.35,0.0005,2026-06-22 11:47:50
1410000,13,3819.17,32.94,0.15,12.1,0.004,0.0039,-0.0318,0.46,0.000533,2026-06-22 11:47:52
1440000,13,4340.0,32.94,0.16,12.4,0.004,0.0039,-0.0318,10.12,0.000567,2026-06-22 11:47:53
1470000,13,5497.5,33.0,0.21,15.6,0.004,0.0039,-0.032,8.47,0.0006,2026-06-22 11:47:55
1500000,13,9583.33,32.94,0.38,27.0,0.01,0.0097,-0.0318,8.98,0.000683,2026-06-22 11:47:56
1530000,13,15015.83,33.0,0.52,36.6,0.02,0.0194,-0.032,7.61,0.00085,2026-06-22 11:47:58
1560000,13,12585.0,33.0,0.5,35.2,0.016,0.0155,-0.032,9.37,0.000983,2026-06-22 11:47:59
1590000,13,12833.33,33.06,0.52,38.1,0.02,0.0194,-0.0322,9.22,0.00115,2026-06-22 11:48:01
1620000,13,17623.33,33.06,0.54,41.1,0.022,0.0213,-0.0322,9.68,0.001333,2026-06-22 11:48:02
1650000,13,22196.67,33.06,0.6,44.1,0.026,0.0252,-0.0322,9.84,0.00155,2026-06-22 11:48:04
1680000,13,22452.5,33.06,0.57,41.8,0.022,0.0213,-0.0322,9.56,0.001733,2026-06-22 11:48:05
1710000,13,22033.33,33.06,0.55,40.7,0.022,0.0213,-0.0322,9.76,0.001917,2026-06-22 11:48:07
1740000,13,21976.67,33.13,0.53,39.4,0.02,0.0193,-0.0325,9.91,0.002083,2026-06-22 11:48:08
1770000,13,21412.5,33.13,0.52,38.2,0.02,0.0193,-0.0325,9.42,0.00225,2026-06-22 11:48:10
1800000,13,19237.5,33.19,0.46,34.1,0.016,0.0155,-0.0328,9.23,0.002383,2026-06-22 11:48:11
1830000,13,17687.5,33.19,0.43,32.1,0.014,0.0135,-0.0328,9.47,0.0025,2026-06-22 11:48:13
1860000,13,18439.17,33.25,0.44,32.7,0.014,0.0135,-0.033,9.77,0.002617,2026-06-22 11:48:14
1890000,13,17322.5,33.25,0.42,31.2,0.014,0.0135,-0.033,9.85,0.002733,2026-06-22 11:48:16
1920000,13,17480.0,33.25,0.42,30.8,0.014,0.0135,-0.033,9.58,0.00285,2026-06-22 11:48:17
1950000,13,16606.67,33.31,0.4,29.7,0.014,0.0135,-0.0332,10.0,0.002967,2026-06-22 11:48:19
1980000,13,13997.5,33.31,0.34,25.2,0.01,0.0097,-0.0332,9.9,0.00305,2026-06-22 11:48:20
2010000,13,11690.0,33.38,0.28,21.1,0.006,0.0058,-0.0335,9.28,0.0031,2026-06-22 11:48:22
2040000,13,16689.17,33.38,0.41,31.0,0.014,0.0135,-0.0335,9.42,0.003217,2026-06-22 11:48:23
2070000,13,20232.5,33.44,0.54,39.2,0.02,0.0193,-0.0338,9.55,0.003383,2026-06-22 11:48:25
2100000,13,54612.5,33.44,0.54,40.0,0.022,0.0213,-0.0338,10.17,0.003567,2026-06-22 11:48:27
2130000,13,48365.83,33.44,0.54,40.0,0.02,0.0193,-0.0338,10.26,0.003733,2026-06-22 11:48:28
2160000,13,54612.5,33.5,0.54,39.8,0.022,0.0213,-0.034,9.83,0.003917,2026-06-22 11:48:30
2190000,13,52695.0,33.56,0.54,40.7,0.022,0.0212,-0.0342,9.26,0.0041,2026-06-22 11:48:31
2220000,13,51767.5,33.56,0.55,41.0,0.022,0.0212,-0.0342,9.84,0.004283,2026-06-22 11:48:33
2250000,13,50792.5,33.63,0.54,40.7,0.022,0.0212,-0.0345,9.66,0.004467,2026-06-22 11:48:34
2280000,13,49690.83,33.63,0.53,39.9,0.022,0.0212,-0.0345,9.23,0.00465,2026-06-22 11:48:36
2310000,13,49113.33,33.63,0.53,40.0,0.02,0.0193,-0.0345,9.84,0.004817,2026-06-22 11:48:37
2340000,13,48879.16,33.69,0.53,39.7,0.02,0.0193,-0.0348,9.55,0.004983,2026-06-22 11:48:39
2370000,13,48939.16,33.75,0.53,40.0,0.02,0.0193,-0.035,9.32,0.00515,2026-06-22 11:48:40
2400000,13,49239.16,33.75,0.54,40.2,0.022,0.0212,-0.035,9.6,0.005333,2026-06-22 11:48:42
2430000,13,49619.16,33.81,0.54,40.7,0.022,0.0212,-0.0352,9.67,0.005517,2026-06-22 11:48:43
2460000,13,50145.0,33.88,0.55,41.2,0.022,0.0212,-0.0355,9.55,0.0057,2026-06-22 11:48:45
2490000,13,50498.33,33.94,0.55,41.4,0.022,0.0212,-0.0358,9.67,0.005883,2026-06-22 11:48:46
2520000,13,50918.33,33.94,0.56,41.7,0.022,0.0212,-0.0358,9.19,0.006067,2026-06-22 11:48:48
2550000,13,51255.83,34.0,0.56,42.1,0.022,0.0212,-0.036,9.22,0.00625,2026-06-22 11:48:49
2580000,13,51745.0,34.0,0.57,42.5,0.022,0.0212,-0.036,9.44,0.006433,2026-06-22 11:48:51
2610000,13,52119.16,34.0,0.57,43.1,0.026,0.0251,-0.036,9.57,0.00665,2026-06-22 11:48:52
2640000,13,52762.5,34.06,0.58,43.1,0.026,0.0251,-0.0362,9.15,0.006867,2026-06-22 11:48:54
2670000,13,53428.33,34.13,0.59,44.3,0.026,0.0251,-0.0365,9.66,0.007083,2026-06-22 11:48:55
2700000,13,53868.33,34.19,0.6,44.5,0.026,0.025,-0.0368,9.21,0.0073,2026-06-22 11:48:57
2730000,13,54179.16,34.19,0.6,44.5,0.026,0.025,-0.0368,9.75,0.007517,2026-06-22 11:48:58
2760000,13,53886.66,34.25,0.6,44.7,0.026,0.025,-0.037,9.53,0.007733,2026-06-22 11:49:00
2790000,13,54167.5,34.31,0.6,45.3,0.026,0.025,-0.0372,9.05,0.00795,2026-06-22 11:49:01
2820000,13,54612.5,34.31,0.62,45.7,0.03,0.0289,-0.0372,9.77,0.0082,2026-06-22 11:49:03
2850000,13,54612.5,34.38,0.62,46.5,0.03,0.0289,-0.0375,9.36,0.00845,2026-06-22 11:49:04
2880000,13,54612.5,34.44,0.64,47.3,0.03,0.0289,-0.0378,9.6,0.0087,2026-06-22 11:49:06
2910000,13,54612.5,34.5,0.64,47.5,0.03,0.0289,-0.038,9.4,0.00895,2026-06-22 11:49:07
2940000,13,54612.5,34.56,0.64,47.9,0.03,0.0289,-0.0382,9.59,0.0092,2026-06-22 11:49:09
2970000,13,54612.5,34.63,0.64,48.0,0.032,0.0308,-0.0385,9.32,0.009467,2026-06-22 11:49:10
3000000,13,54612.5,34.63,0.65,47.9,0.032,0.0308,-0.0385,9.42,0.009733,2026-06-22 11:49:12
3030000,13,54612.5,34.69,0.65,48.3,0.032,0.0308,-0.0388,9.16,0.01,2026-06-22 11:49:13
3060000,13,54612.5,34.75,0.66,48.8,0.032,0.0308,-0.039,8.84,0.010267,2026-06-22 11:49:15
3090000,13,54612.5,34.81,0.67,49.4,0.032,0.0307,-0.0392,9.3,0.010533,2026-06-22 11:49:16
3120000,13,54612.5,34.81,0.66,49.5,0.032,0.0307,-0.0392,9.33,0.0108,2026-06-22 11:49:18
3150000,13,54612.5,34.88,0.67,49.7,0.032,0.0307,-0.0395,9.08,0.011067,2026-06-22 11:49:19
3180000,13,54612.5,34.94,0.68,50.2,0.032,0.0307,-0.0398,9.05,0.011333,2026-06-22 11:49:21
3210000,13,54612.5,34.94,0.68,50.5,0.032,0.0307,-0.0398,9.47,0.0116,2026-06-22 11:49:22
3240000,13,54612.5,35.0,0.69,50.5,0.036,0.0346,-0.04,9.45,0.0119,2026-06-22 11:49:24
3270000,13,54612.5,35.06,0.63,46.8,0.03,0.0288,-0.0402,9.23,0.01215,2026-06-22 11:49:25
3300000,13,54612.5,35.13,0.63,47.1,0.03,0.0288,-0.0405,9.64,0.0124,2026-06-22 11:49:27
3330000,13,54612.5,35.19,0.64,46.9,0.03,0.0288,-0.0408,9.47,0.01265,2026-06-22 11:49:28
3360000,13,54612.5,35.19,0.64,47.2,0.03,0.0288,-0.0408,9.21,0.0129,2026-06-22 11:49:30
3390000,13,54612.5,35.25,0.64,47.3,0.03,0.0288,-0.041,9.14,0.01315,2026-06-22 11:49:32
3420000,13,54612.5,35.31,0.65,47.7,0.03,0.0288,-0.0412,9.12,0.0134,2026-06-22 11:49:33
3450000,13,54612.5,35.38,0.65,48.3,0.032,0.0307,-0.0415,9.29,0.013667,2026-06-22 11:49:35
3480000,13,54612.5,35.38,0.65,48.4,0.032,0.0307,-0.0415,9.72,0.013933,2026-06-22 11:49:36
3510000,13,54612.5,35.44,0.66,48.7,0.032,0.0307,-0.0418,9.65,0.0142,2026-06-22 11:49:38
3540000,13,54612.5,35.56,0.66,49.5,0.032,0.0306,-0.0422,9.21,0.014467,2026-06-22 11:49:39
3570000,13,54612.5,35.56,0.67,49.5,0.032,0.0306,-0.0422,9.16,0.014733,2026-06-22 11:49:41
3600000,13,54612.5,35.63,0.67,49.9,0.032,0.0306,-0.0425,9.65,0.015,2026-06-22 11:49:42
3630000,13,54612.5,35.69,0.68,50.0,0.032,0.0306,-0.0428,9.28,0.015267,2026-06-22 11:49:44
3660000,13,54612.5,35.75,0.66,49.3,0.032,0.0306,-0.043,8.82,0.015533,2026-06-22 11:49:45
3690000,13,54612.5,35.81,0.67,49.5,0.032,0.0306,-0.0432,9.25,0.0158,2026-06-22 11:49:47
3720000,13,54612.5,35.88,0.67,49.8,0.032,0.0306,-0.0435,8.89,0.016067,2026-06-22 11:49:48
3750000,13,54612.5,35.88,0.68,49.9,0.032,0.0306,-0.0435,9.25,0.016333,2026-06-22 11:49:50
3780000,13,54612.5,35.94,0.69,50.9,0.036,0.0344,-0.0438,9.41,0.016633,2026-06-22 11:49:51
3810000,13,54612.5,36.0,0.7,51.4,0.036,0.0344,-0.044,9.15,0.016933,2026-06-22 11:49:53
3840000,13,54612.5,36.06,0.7,51.8,0.036,0.0344,-0.0442,8.97,0.017233,2026-06-22 11:49:54
3870000,13,54612.5,36.13,0.67,49.9,0.032,0.0306,-0.0445,9.04,0.0175,2026-06-22 11:49:56
3900000,13,54612.5,36.25,0.68,49.9,0.032,0.0306,-0.045,9.55,0.017767,2026-06-22 11:49:57
3930000,13,54612.5,36.25,0.68,49.7,0.032,0.0306,-0.045,9.48,0.018033,2026-06-22 11:49:59
3960000,13,54612.5,36.31,0.68,49.8,0.032,0.0306,-0.0452,9.17,0.0183,2026-06-22 11:50:00
3990000,13,54612.5,36.31,0.62,46.2,0.03,0.0286,-0.0452,9.4,0.01855,2026-06-22 11:50:02
4020000,13,54612.5,36.44,0.63,46.5,0.03,0.0286,-0.0458,9.1,0.0188,2026-06-22 11:50:03
4050000,13,54612.5,36.5,0.63,46.6,0.03,0.0286,-0.046,9.09,0.01905,2026-06-22 11:50:05
4080000,13,54612.5,36.56,0.64,47.1,0.03,0.0286,-0.0462,8.72,0.0193,2026-06-22 11:50:06
4110000,13,54612.5,36.63,0.62,46.2,0.03,0.0286,-0.0465,9.03,0.01955,2026-06-22 11:50:08
4140000,13,54612.5,36.69,0.62,45.9,0.03,0.0286,-0.0468,9.06,0.0198,2026-06-22 11:50:09
4170000,13,54612.5,36.75,0.62,45.5,0.03,0.0286,-0.047,8.93,0.02005,2026-06-22 11:50:11
4200000,13,54612.5,36.81,0.61,45.3,0.026,0.0248,-0.0472,9.21,0.020267,2026-06-22 11:50:12
4230000,13,54612.5,36.88,0.61,45.2,0.026,0.0248,-0.0475,9.0,0.020483,2026-06-22 11:50:14
4260000,13,54612.5,37.0,0.61,45.5,0.026,0.0248,-0.048,9.23,0.0207,2026-06-22 11:50:15
4290000,13,54612.5,37.0,0.61,45.3,0.026,0.0248,-0.048,9.18,0.020917,2026-06-22 11:50:17
4320000,13,54612.5,37.06,0.61,45.4,0.026,0.0247,-0.0482,9.16,0.021133,2026-06-22 11:50:18
4350000,13,54612.5,37.13,0.57,42.2,0.022,0.0209,-0.0485,9.41,0.021317,2026-06-22 11:50:20
4380000,13,54612.5,37.19,0.56,42.2,0.022,0.0209,-0.0488,9.14,0.0215,2026-06-22 11:50:21
4410000,13,54612.5,37.25,0.57,42.2,0.022,0.0209,-0.049,9.17,0.021683,2026-06-22 11:50:23
4440000,13,54612.5,37.31,0.57,42.9,0.022,0.0209,-0.0492,8.8,0.021867,2026-06-22 11:50:24
4470000,13,54612.5,37.38,0.57,42.6,0.022,0.0209,-0.0495,9.23,0.02205,2026-06-22 11:50:26
4500000,13,54612.5,37.5,0.58,42.7,0.026,0.0247,-0.05,9.04,0.022267,2026-06-22 11:50:27
4530000,13,54612.5,37.56,0.34,25.6,0.01,0.0095,-0.0502,9.31,0.02235,2026-06-22 11:50:29
4560000,13,54612.5,37.56,0.58,43.3,0.026,0.0247,-0.0502,9.31,0.022567,2026-06-22 11:50:30
4590000,13,54612.5,37.63,0.58,43.3,0.026,0.0247,-0.0505,8.93,0.022783,2026-06-22 11:50:32
4620000,13,54612.5,37.75,0.59,43.8,0.026,0.0247,-0.051,8.51,0.023,2026-06-22 11:50:34
4650000,13,54612.5,37.81,0.6,44.3,0.026,0.0247,-0.0512,8.81,0.023217,2026-06-22 11:50:35
4680000,13,54612.5,37.88,0.6,44.4,0.026,0.0247,-0.0515,9.23,0.023433,2026-06-22 11:50:37
4710000,13,54612.5,37.94,0.6,44.9,0.026,0.0247,-0.0518,8.75,0.02365,2026-06-22 11:50:38
4740000,13,54612.5,37.94,0.61,45.5,0.026,0.0247,-0.0518,9.14,0.023867,2026-06-22 11:50:40
4770000,13,54612.5,38.06,0.62,45.8,0.03,0.0284,-0.0522,8.98,0.024117,2026-06-22 11:50:41
4800000,13,54612.5,38.13,0.36,27.6,0.01,0.0095,-0.0525,9.03,0.0242,2026-06-22 11:50:43
4830000,13,54612.5,38.19,0.31,23.4,0.006,0.0057,-0.0528,9.07,0.02425,2026-06-22 11:50:44
4860000,13,54612.5,38.25,0.3,23.3,0.006,0.0057,-0.053,8.83,0.0243,2026-06-22 11:50:46
4890000,13,52055.0,38.31,0.2,15.5,0.004,0.0038,-0.0532,8.68,0.024333,2026-06-22 11:50:47
4920000,13,38348.33,38.44,0.17,13.5,0.004,0.0038,-0.0538,8.66,0.024367,2026-06-22 11:50:49
4950000,13,54612.5,38.5,0.23,17.8,0.004,0.0038,-0.054,8.74,0.0244,2026-06-22 11:50:50
4980000,13,53107.5,38.56,0.21,16.5,0.004,0.0038,-0.0542,8.57,0.024433,2026-06-22 11:50:52
5010000,13,38222.5,38.63,0.16,12.8,0.004,0.0038,-0.0545,8.64,0.024467,2026-06-22 11:50:53
5040000,13,23894.17,38.69,0.11,9.5,0.0,0.0,-0.0548,8.63,0.024467,2026-06-22 11:50:55
5070000,13,23132.5,38.75,0.11,9.7,0.0,0.0,-0.055,8.59,0.024467,2026-06-22 11:50:56
5100000,13,24134.17,38.75,0.11,9.7,0.0,0.0,-0.055,8.74,0.024467,2026-06-22 11:50:58
5130000,13,24444.17,38.88,0.12,9.5,0.0,0.0,-0.0555,8.45,0.024467,2026-06-22 11:50:59
5160000,13,27239.17,38.94,0.13,10.6,0.0,0.0,-0.0558,8.89,0.024467,2026-06-22 11:51:01
5190000,13,39212.5,39.0,0.17,13.9,0.004,0.0038,-0.056,8.57,0.0245,2026-06-22 11:51:02
5220000,13,49853.33,39.06,0.21,16.4,0.004,0.0038,-0.0562,8.64,0.024533,2026-06-22 11:51:04
5250000,13,54612.5,39.06,0.26,20.5,0.006,0.0057,-0.0562,8.87,0.024583,2026-06-22 11:51:05
5280000,13,54612.5,39.13,0.28,22.2,0.006,0.0057,-0.0565,8.82,0.024633,2026-06-22 11:51:07
5310000,13,54612.5,39.25,0.3,23.5,0.006,0.0057,-0.057,9.05,0.024683,2026-06-22 11:51:08
5340000,13,54612.5,39.31,0.28,22.3,0.006,0.0057,-0.0572,8.55,0.024733,2026-06-22 11:51:10
5370000,13,54612.5,39.38,0.28,22.5,0.006,0.0057,-0.0575,9.0,0.024783,2026-06-22 11:51:11
5400000,13,54612.5,39.44,0.26,20.8,0.006,0.0057,-0.0578,8.96,0.024833,2026-06-22 11:51:13
5430000,13,53912.5,39.5,0.22,17.2,0.004,0.0038,-0.058,8.61,0.024867,2026-06-22 11:51:14
5460000,13,47895.83,39.56,0.2,15.9,0.004,0.0038,-0.0582,8.85,0.0249,2026-06-22 11:51:16
5490000,13,40373.33,39.63,0.17,14.1,0.004,0.0038,-0.0585,8.73,0.024933,2026-06-22 11:51:17
5520000,13,40650.83,39.69,0.17,14.3,0.004,0.0038,-0.0588,8.86,0.024967,2026-06-22 11:51:19
5550000,13,40096.66,39.75,0.17,14.3,0.004,0.0038,-0.059,8.65,0.025,2026-06-22 11:51:20
5580000,13,45960.0,39.81,0.2,15.8,0.004,0.0038,-0.0592,8.38,0.025033,2026-06-22 11:51:22
5610000,13,54612.5,39.88,0.23,18.9,0.004,0.0038,-0.0595,8.3,0.025067,2026-06-22 11:51:23
5640000,13,52732.5,39.94,0.21,17.0,0.004,0.0038,-0.0598,8.55,0.0251,2026-06-22 11:51:25
5670000,13,40497.5,40.0,0.17,13.7,0.004,0.0038,-0.06,8.41,0.025133,2026-06-22 11:51:26
5700000,13,27803.33,40.06,0.12,10.9,0.0,0.0,-0.0602,8.76,0.025133,2026-06-22 11:51:28
5730000,13,23520.0,40.06,0.11,9.6,0.0,0.0,-0.0602,8.69,0.025133,2026-06-22 11:51:29
5760000,13,23525.83,40.19,0.12,10.0,0.0,0.0,-0.0608,8.85,0.025133,2026-06-22 11:51:31
5790000,13,26808.33,40.25,0.12,10.4,0.0,0.0,-0.061,8.98,0.025133,2026-06-22 11:51:33
5820000,13,19009.17,40.25,0.1,8.3,0.0,0.0,-0.061,8.56,0.025133,2026-06-22 11:51:34
5850000,13,16404.17,40.31,0.08,8.0,0.0,0.0,-0.0612,8.38,0.025133,2026-06-22 11:51:36
5880000,13,15601.67,40.38,0.09,7.8,0.0,0.0,-0.0615,8.72,0.025133,2026-06-22 11:51:37
5910000,13,14656.67,40.44,0.08,7.6,0.0,0.0,-0.0618,8.69,0.025133,2026-06-22 11:51:39
5940000,13,14642.5,40.5,0.08,7.5,0.0,0.0,-0.062,9.18,0.025133,2026-06-22 11:51:40
5970000,13,15268.33,40.5,0.08,7.5,0.0,0.0,-0.062,8.74,0.025133,2026-06-22 11:51:42
6000000,13,13737.5,40.56,0.08,7.1,0.0,0.0,-0.0622,8.6,0.025133,2026-06-22 11:51:43
6030000,13,12705.0,40.63,0.07,6.6,0.0,0.0,-0.0625,8.74,0.025133,2026-06-22 11:51:45
6060000,13,12077.5,40.63,0.07,6.6,0.0,0.0,-0.0625,7.87,0.025133,2026-06-22 11:51:46
6090000,13,11493.33,40.69,0.07,6.5,0.0,0.0,-0.0628,8.61,0.025133,2026-06-22 11:51:48
6120000,13,11005.0,40.75,0.07,6.2,0.0,0.0,-0.063,8.62,0.025133,2026-06-22 11:51:49
6150000,13,10570.83,40.81,0.06,6.1,0.0,0.0,-0.0632,8.76,0.025133,2026-06-22 11:51:51
6180000,13,10239.17,40.81,0.06,5.9,0.0,0.0,-0.0632,8.93,0.025133,2026-06-22 11:51:52
6210000,13,9957.5,40.88,0.06,5.8,0.0,0.0,-0.0635,8.87,0.025133,2026-06-22 11:51:54
6240000,13,9711.67,40.88,0.06,6.3,0.0,0.0,-0.0635,8.7,0.025133,2026-06-22 11:51:55
6270000,13,9509.17,40.94,0.06,6.0,0.0,0.0,-0.0638,8.86,0.025133,2026-06-22 11:51:57
6300000,13,9333.33,41.0,0.06,5.7,0.0,0.0,-0.064,8.57,0.025133,2026-06-22 11:51:58
6330000,13,9189.17,41.0,0.06,6.0,0.0,0.0,-0.064,8.67,0.025133,2026-06-22 11:52:00
6360000,13,9065.0,41.06,0.06,5.7,0.0,0.0,-0.0642,9.02,0.025133,2026-06-22 11:52:01
6390000,13,8981.67,41.06,0.06,5.5,0.0,0.0,-0.0642,8.86,0.025133,2026-06-22 11:52:03
6420000,13,8877.5,41.13,0.06,5.8,0.0,0.0,-0.0645,8.43,0.025133,2026-06-22 11:52:04
6450000,13,8790.83,41.13,0.06,5.4,0.0,0.0,-0.0645,9.13,0.025133,2026-06-22 11:52:06
6480000,13,8709.17,41.19,0.06,5.7,0.0,0.0,-0.0648,8.8,0.025133,2026-06-22 11:52:07
6510000,13,8637.5,41.19,0.06,5.9,0.0,0.0,-0.0648,8.94,0.025133,2026-06-22 11:52:09
6540000,13,8585.83,41.19,0.06,6.0,0.0,0.0,-0.0648,9.2,0.025133,2026-06-22 11:52:10
6570000,13,8559.17,41.19,0.06,5.7,0.0,0.0,-0.0648,8.69,0.025133,2026-06-22 11:52:12
6600000,13,8530.83,41.25,0.06,5.4,0.0,0.0,-0.065,8.79,0.025133,2026-06-22 11:52:13
6630000,13,8515.83,41.25,0.06,5.7,0.0,0.0,-0.065,9.11,0.025133,2026-06-22 11:52:15
6660000,13,8512.5,41.25,0.06,5.7,0.0,0.0,-0.065,8.77,0.025133,2026-06-22 11:52:16
6690000,13,8525.83,41.31,0.06,5.8,0.0,0.0,-0.0652,8.82,0.025133,2026-06-22 11:52:18
6720000,13,8544.17,41.38,0.06,5.7,0.0,0.0,-0.0655,8.93,0.025133,2026-06-22 11:52:19
6750000,13,8571.67,41.38,0.06,5.9,0.0,0.0,-0.0655,9.09,0.025133,2026-06-22 11:52:21
6780000,13,8604.17,41.38,0.06,5.6,0.0,0.0,-0.0655,8.94,0.025133,2026-06-22 11:52:22
6810000,13,8671.67,41.38,0.06,5.5,0.0,0.0,-0.0655,9.46,0.025133,2026-06-22 11:52:24
6840000,13,8701.67,41.44,0.06,5.8,0.0,0.0,-0.0658,8.78,0.025133,2026-06-22 11:52:25
6870000,13,8793.33,41.44,0.06,6.1,0.0,0.0,-0.0658,9.17,0.025133,2026-06-22 11:52:27
6900000,13,8885.0,41.5,0.06,5.9,0.0,0.0,-0.066,9.09,0.025133,2026-06-22 11:52:28
6930000,13,8996.67,41.5,0.06,5.9,0.0,0.0,-0.066,8.57,0.025133,2026-06-22 11:52:30
6960000,13,9127.5,41.5,0.06,5.8,0.0,0.0,-0.066,9.26,0.025133,2026-06-22 11:52:32
